ax_00_violinplot_violinplot_group,ax_00_violinplot_violinplot_value
1,2.896792982653947
1,0.7546118839971295
1,0.24626383564251042
1,0.1104855703744767
1,0.18418971503456172
1,0.9228982905858958
1,1.3411519748166438
1,1.276690799330019
1,1.8271832490360238
1,1.0130018918779071
1,2.453534077157317
1,0.7353431667620439
1,3.720169166589619
1,1.625667347765006
1,0.14284244358371745
1,-0.07089249806111231
1,1.4824724152431852
1,0.7765372146741492
1,1.714000494092092
1,1.4732376245735448
1,0.9271710873431273
1,0.15320628193159502
1,-0.5148472246858646
1,0.5534850479329789
1,1.8563987943234723
1,1.214093744130204
1,-0.24573877871198802
1,1.173180925851182
1,1.3853173797288367
1,0.116142563798867
1,1.153725105945528
1,1.0582087184459998
1,-0.1429702978306231
2,2.3577873603482833
2,2.5607845263682343
2,3.083051243175277
2,3.0538020520349027
2,0.622330632042909
2,1.062174960084877
2,2.5150352672086598
2,2.513785950912209
2,2.515047686306048
2,5.852731490654721
2,2.570890510693167
2,3.135565640180599
2,2.9540017634932023
2,2.651391251305798
2,1.6847307553596544
2,2.7589692204932676
2,1.2271747854624282
2,1.7631813932599911
2,1.5146364521708966
2,2.0818741393863225
2,4.314658566673509
2,0.13273480740825194
2,2.6862601903745134
2,0.38728412881034835
2,1.5280681342105664
2,3.088950596967366
2,2.0642800190954627
2,0.9222552220706939
2,1.2846962907400319
2,2.679597748934676
2,1.2696333682828633
2,2.216458589581975
2,2.045571839903814
2,1.3483996523941828
2,4.143944089325325
2,2.633919022318011
2,-0.025142586657607158
2,2.1864543147694278
2,1.338213535231612
2,2.852433334796224
2,1.2074792615672993
2,1.885263558533101
2,2.5049872789804573
2,2.8657551941701214
2,0.7997035929442238
2,1.6654987641590515
2,1.525054688839044
2,1.346670767426288
2,3.765454240281097
2,2.4049817109609557
2,0.7391160456649548
2,2.917861947054776
2,4.122156197012633
2,3.032465260551147
2,0.4806300340459866
2,1.5157659271337487
2,3.2669111491866225
2,1.2923305343812193
2,2.443819428146228
2,2.7746340534293368
2,1.0730695284219172
2,1.9404746439382
2,-1.2412673400690726
2,0.9756123586657102
2,1.7474318486068396
2,0.7522168180351505
2,3.6324113039316352
2,0.5698586220393673
2,1.5599555133030163
2,2.1307405772860912
2,3.4412732890661157
2,0.5641378488205606
2,3.1631637521549596
2,2.010233061019587
2,1.018491348952049
2,2.462103474263271
2,2.19905969557347
2,1.3997831228412054
2,2.0698020849900187
2,1.6146864031382397
2,2.113517345251248
2,2.6621306745210465
2,3.586016816145352
2,0.762184501173151
2,4.133033374656266
2,0.04791220047749811
2,1.8482149049644168
2,2.5883172064845765
2,2.2809918677350325
2,1.3773004801794062
2,1.7918777496427247
2,1.5069990653411671
2,1.4106352430557885
2,2.8496020970210245
2,2.3570154859650474
2,1.3070904047393457
2,2.8995998754332506
2,2.3072995208766094
2,2.81286211883896
2,2.629628841923612
3,2.171004989077928
3,2.4398189598030307
3,3.7472936051232617
3,3.610370265433465
3,2.979098406035852
3,3.117327383308782
3,4.2776648957884245
3,2.40842861116417
3,3.5470973811700377
3,2.797807347566106
3,2.78231879677278
3,4.09877685198719
3,3.8254163489880297
3,3.8135096360006386
3,4.305478807154329
3,3.021003841632759
3,3.681952971294964
3,2.689733243406544
3,3.324166352488442
3,2.8698569456323155
3,3.0969959649927183
3,3.5951570254369134
3,2.1817793167665274
3,5.092387275685461
3,1.993982618500298
3,1.7858113872122678
3,4.158110873500068
3,3.7916626939629356
3,3.624119817052155
3,3.62834550926428
3,2.9877532271530853
3,2.1027456285141684
3,3.0758045581937266
3,2.322838288487888
3,3.9751197334177513
3,2.8529426184978615
3,2.1745028032074885
3,2.6786141583470067
3,3.412931454275624
3,2.4362754471960253
3,2.1777796044335687
3,3.2436872114919124
3,3.2449665711087228
3,2.4930568246288702
3,2.5289616943816773
3,3.2320499373576363
3,1.5519156585026759
3,1.5925362256234448
3,2.281555778747564
3,2.786552848288153
3,3.3109075655980047
3,4.475356216949552
3,3.8576596232020193
3,2.8400614700365727
3,2.980983792097311
3,1.9974706353621912
3,2.98148686400761
3,2.7113413610798616
3,3.3227185603380893
3,2.172769056447677
3,3.5193465142411724
3,4.532738913002578
3,2.8912398515431423
3,3.4017117220989412
3,3.6901439917111123
3,2.598779528114164
3,3.2240924818104166
3,3.012592400781795
3,3.0976760985488316
3,2.2269902161445336
3,3.0245101742589426
3,3.49799829124545
3,4.451143607795042
3,3.959270826085207
3,5.153182457511557
3,2.2326524371119505
3,3.872320636720678
3,3.1833420057383517
3,5.189802933217672
3,2.1917017146448483
3,2.160278157819224
3,2.400607354555978
3,0.8761042756901931
3,2.474244978319239
3,2.240867338446302
3,3.1503937864762075
3,3.3417559757771595
3,4.876170839215886
3,3.95042383818605
3,2.423096344337597
3,2.101585328651642
3,3.4919191715065057
3,1.6797667929793578
3,4.831458765854354
3,4.179440120721287
3,2.530824347895295
3,1.2868654709091225
3,4.353872374165412
3,2.885460154747382
3,4.237816311973462
