ax_00_ecdf_ecdf_x,ax_00_ecdf_ecdf_y,ax_00_ecdf_ecdf_n,ax_00_ecdf_ecdf_x_step,ax_00_ecdf_ecdf_y_step
-1.5255251709247388,5.1,,-1.8408742313316453,2.6
-1.5231869047837747,5.2,,-1.804882100664519,2.6
-1.5193699659540134,5.3,,-1.804882100664519,2.7
-1.515744114997232,5.4,,-1.7787202489042786,2.7
-1.5151910621985523,5.5,,-1.7787202489042786,2.8
-1.5148472246858646,5.6,,-1.763040155362734,2.8
-1.5031429531181062,5.7,,-1.763040155362734,2.9
-1.485560373036972,5.8,,-1.7587394864231143,2.9
-1.4785862457798415,5.9,,-1.7587394864231143,3.0
-1.4785219903674274,6.0,,-1.7249178325130328,3.0
-1.4635149481321186,6.1,,-1.7249178325130328,3.1
-1.4480843414973241,6.2,,-1.7131345290908775,3.1
-1.448013900416244,6.3,,-1.7131345290908775,3.2
-1.4358621511794394,6.4,,-1.7101683926566256,3.2
-1.4307751021180481,6.5,,-1.7101683926566256,3.3
-1.4301413779606327,6.6,,-1.7033824393551547,3.3
-1.4247481862134568,6.7,,-1.7033824393551547,3.4
-1.4222537095976742,6.8,,-1.7025836042378404,3.4
-1.4153707420504142,6.9,,-1.7025836042378404,3.5
-1.4123037013352915,7.0,,-1.6924646297148194,3.5
-1.4084612963635597,7.1,,-1.6924646297148194,3.6
-1.4075116947178212,7.2,,-1.6694052811213718,3.6
-1.4074637743765552,7.3,,-1.6694052811213718,3.7
-1.4066610968482223,7.4,,-1.6615200622689599,3.7
-1.4018510627922809,7.5,,-1.6615200622689599,3.8
-1.3985675738191412,7.6,,-1.6609609335159914,3.8
-1.382799730964336,7.7,,-1.6609609335159914,3.9
-1.3801014582148914,7.8,,-1.6548566718657693,3.9
-1.3793192280145272,7.9,,-1.6548566718657693,4.0
-1.377669367957091,8.0,,-1.6275424378831627,4.0
-1.3598561409799192,8.1,,-1.6275424378831627,4.1
-1.3516846056163336,8.2,,-1.6127158711896517,4.1
-1.348185422105713,8.3,,-1.6127158711896517,4.2
-1.344450511034277,8.4,,-1.6074832345612275,4.2
-1.3353443587101013,8.5,,-1.6074832345612275,4.3
-1.3281860488984305,8.6,,-1.6064463202575725,4.3
-1.3204566130842763,8.7,,-1.6064463202575725,4.4
-1.3202332070206422,8.8,,-1.594427658794367,4.4
-1.3044695005048532,8.9,,-1.594427658794367,4.5
-1.295078772063616,9.0,,-1.5839028234857233,4.5
-1.2899608997410539,9.1,,-1.5839028234857233,4.6
-1.280429352496283,9.2,,-1.5702247198904564,4.6
-1.2803043986708944,9.3,,-1.5702247198904564,4.7
-1.2795769667357015,9.4,,-1.5566291735239037,4.7
-1.2767485758203094,9.5,,-1.5566291735239037,4.8
-1.2608839543350452,9.6,,-1.5506634310661327,4.8
-1.251539424190444,9.7,,-1.5506634310661327,4.9
-1.251113576385303,9.8,,-1.5341141707356223,4.9
-1.2477831819648495,9.9,,-1.5341141707356223,5.0
-1.245738778711988,10.0,,-1.5255251709247388,5.0
-1.244654703311417,10.1,,-1.5255251709247388,5.1
-1.237815498826849,10.2,,-1.5231869047837747,5.1
-1.236950710878082,10.3,,-1.5231869047837747,5.2
-1.2308643164339552,10.4,,-1.5193699659540134,5.2
-1.2221278088919454,10.5,,-1.5193699659540134,5.3
-1.2208436499710222,10.6,,-1.515744114997232,5.3
-1.2141886127877322,10.7,,-1.515744114997232,5.4
-1.2110161997624567,10.8,,-1.5151910621985523,5.4
-1.2002964070557762,10.9,,-1.5151910621985523,5.5
-1.1978778925888485,11.0,,-1.5148472246858646,5.5
-1.1962066240806708,11.1,,-1.5148472246858646,5.6
-1.1913034972026486,11.2,,-1.5031429531181062,5.6
-1.183258512665775,11.3,,-1.5031429531181062,5.7
-1.168678037619532,11.4,,-1.485560373036972,5.7
-1.1583646891925428,11.5,,-1.485560373036972,5.8
-1.1509935774223028,11.6,,-1.4785862457798415,5.8
-1.142970297830623,11.7,,-1.4785862457798415,5.9
-1.129706854657618,11.8,,-1.4785219903674274,5.9
-1.1290517712172292,11.9,,-1.4785219903674274,6.0
-1.1254890472983765,12.0,,-1.4635149481321186,6.0
-1.1246420918378692,12.1,,-1.4635149481321186,6.1
-1.1227220215622986,12.2,,-1.4480843414973241,6.1
-1.1105758454658288,12.3,,-1.4480843414973241,6.2
-1.1065259087416703,12.4,,-1.448013900416244,6.2
-1.1063349740060282,12.5,,-1.448013900416244,6.3
-1.081548003614395,12.6,,-1.4358621511794394,6.3
-1.0810633275998973,12.7,,-1.4358621511794394,6.4
-1.0810565404082624,12.8,,-1.4307751021180481,6.4
-1.0777447779293061,12.9,,-1.4307751021180481,6.5
-1.0708924980611123,13.0,,-1.4301413779606327,6.5
-1.0700847663261526,13.1,,-1.4301413779606327,6.6
-1.0676204293825944,13.2,,-1.4247481862134568,6.6
-1.0623037137261049,13.3,,-1.4247481862134568,6.7
-1.0592135218889516,13.4,,-1.4222537095976742,6.7
-1.0577109289559004,13.5,,-1.4222537095976742,6.8
-1.0372461543264564,13.6,,-1.4153707420504142,6.8
-1.035242322419374,13.7,,-1.4153707420504142,6.9
-1.0265152994110602,13.8,,-1.4123037013352915,6.9
-1.0243876413342898,13.9,,-1.4123037013352915,7.0
-1.0212328171307132,14.0,,-1.4084612963635597,7.0
-1.0128311203344238,14.1,,-1.4084612963635597,7.1
-1.0121043752601675,14.2,,-1.4075116947178212,7.1
-1.008086310917404,14.3,,-1.4075116947178212,7.2
-1.006017381499702,14.4,,-1.4074637743765552,7.2
-1.0041407667520679,14.5,,-1.4074637743765552,7.3
-1.0025293646378088,14.6,,-1.4066610968482223,7.3
-1.0016200098949155,14.7,,-1.4066610968482223,7.4
-0.998354040738791,14.8,,-1.4018510627922809,7.4
-0.9905363251306883,14.9,,-1.4018510627922809,7.5
-0.9896048202585809,15.0,,-1.3985675738191412,7.5
-0.9857260463355437,15.1,,-1.3985675738191412,7.6
-0.9815086510479509,15.2,,-1.382799730964336,7.6
-0.9787637157823074,15.3,,-1.382799730964336,7.7
-0.978372777615032,15.4,,-1.3801014582148914,7.7
-0.977555244798551,15.5,,-1.3801014582148914,7.8
-0.9758732529773327,15.6,,-1.3793192280145272,7.8
-0.9746816702273214,15.7,,-1.3793192280145272,7.9
-0.966976143129213,15.8,,-1.377669367957091,7.9
-0.9649234605801045,15.9,,-1.377669367957091,8.0
-0.9555404406004258,16.0,,-1.3598561409799192,8.0
-0.949398888831943,16.1,,-1.3598561409799192,8.1
-0.9398797863273552,16.2,,-1.3516846056163336,8.1
-0.9378250399151228,16.3,,-1.3516846056163336,8.2
-0.926930471578083,16.4,,-1.348185422105713,8.2
-0.9232332461109043,16.5,,-1.348185422105713,8.3
-0.9221653241776254,16.6,,-1.344450511034277,8.3
-0.9194242342338032,16.7,,-1.344450511034277,8.4
-0.9186519464841982,16.8,,-1.3353443587101013,8.4
-0.9093874547947389,16.9,,-1.3353443587101013,8.5
-0.9080240755212109,17.0,,-1.3281860488984305,8.5
-0.9075636620415979,17.1,,-1.3281860488984305,8.6
-0.9043166251044086,17.2,,-1.3204566130842763,8.6
-0.898414671348358,17.3,,-1.3204566130842763,8.7
-0.8972543714858315,17.4,,-1.3202332070206422,8.7
-0.8946073022195039,17.5,,-1.3202332070206422,8.8
-0.8895144296255233,17.6,,-1.3044695005048532,8.8
-0.883857436201133,17.7,,-1.3044695005048532,8.9
-0.8756182533847572,17.8,,-1.295078772063616,8.9
-0.863990769679816,17.9,,-1.295078772063616,9.0
-0.8612842013282637,18.0,,-1.2899608997410539,9.0
-0.8604133652839524,18.1,,-1.2899608997410539,9.1
-0.8583577801812136,18.2,,-1.280429352496283,9.1
-0.8571575564162826,18.3,,-1.280429352496283,9.2
-0.8560838259088672,18.4,,-1.2803043986708944,9.2
-0.8498443694647918,18.5,,-1.2803043986708944,9.3
-0.846793718068405,18.6,,-1.2795769667357015,9.3
-0.8397218421807761,18.7,,-1.2795769667357015,9.4
-0.8392175232226385,18.8,,-1.2767485758203094,9.4
-0.8323555731042287,18.9,,-1.2767485758203094,9.5
-0.8309501164110378,19.0,,-1.2608839543350452,9.5
-0.8289950109220723,19.1,,-1.2608839543350452,9.6
-0.827230943552323,19.2,,-1.251539424190444,9.6
-0.8254971967925115,19.3,,-1.251539424190444,9.7
-0.8222203955664315,19.4,,-1.251113576385303,9.7
-0.8206823183517105,19.5,,-1.251113576385303,9.8
-0.8182206832334725,19.6,,-1.2477831819648495,9.8
-0.8169356709872361,19.7,,-1.2477831819648495,9.9
-0.8158102849654383,19.8,,-1.245738778711988,9.9
-0.8084936028931876,19.9,,-1.245738778711988,10.0
-0.8082982853551515,20.0,,-1.244654703311417,10.0
-0.8022772692216189,20.1,,-1.244654703311417,10.1
-0.7982972445384537,20.2,,-1.237815498826849,10.1
-0.7968952554704768,20.3,,-1.237815498826849,10.2
-0.7928728322623442,20.4,,-1.236950710878082,10.2
-0.7925207384327007,20.5,,-1.236950710878082,10.3
-0.7904744554453119,20.6,,-1.2308643164339552,10.3
-0.7832532923362371,20.7,,-1.2308643164339552,10.4
-0.7783047254023127,20.8,,-1.2221278088919454,10.4
-0.7778166875908753,20.9,,-1.2221278088919454,10.5
-0.773789199103573,21.0,,-1.2208436499710222,10.5
-0.7730097838554665,21.1,,-1.2208436499710222,10.6
-0.7728252145375718,21.2,,-1.2141886127877322,10.6
-0.7677975651041284,21.3,,-1.2141886127877322,10.7
-0.7673475628880495,21.4,,-1.2110161997624567,10.7
-0.7632591565425169,21.5,,-1.2110161997624567,10.8
-0.759132661553698,21.6,,-1.2002964070557762,10.8
-0.7563507452843033,21.7,,-1.2002964070557762,10.9
-0.7553829323533225,21.8,,-1.1978778925888485,10.9
-0.7537361643574896,21.9,,-1.1978778925888485,11.0
-0.7484865365565536,22.0,,-1.1962066240806708,11.0
-0.7309300399419191,22.1,,-1.1962066240806708,11.1
-0.7303666317171367,22.2,,-1.1913034972026486,11.1
-0.7271371758248686,22.3,,-1.1913034972026486,11.2
-0.7257438131534656,22.4,,-1.183258512665775,11.2
-0.7198442083947086,22.5,,-1.183258512665775,11.3
-0.718444221252436,22.6,,-1.168678037619532,11.3
-0.7153037092599682,22.7,,-1.168678037619532,11.4
-0.7143514180263678,22.8,,-1.1583646891925428,11.4
-0.7128457826771644,22.9,,-1.1583646891925428,11.5
-0.7076694656187807,23.0,,-1.1509935774223028,11.5
-0.7043436905427592,23.1,,-1.1509935774223028,11.6
-0.7031764251258874,23.2,,-1.142970297830623,11.6
-0.7020530938773524,23.3,,-1.142970297830623,11.7
-0.7001208149391732,23.4,,-1.129706854657618,11.7
-0.6997255079925856,23.5,,-1.129706854657618,11.8
-0.6929095952606542,23.6,,-1.1290517712172292,11.8
-0.6919080698812444,23.7,,-1.1290517712172292,11.9
-0.6819842479977986,23.8,,-1.1254890472983765,11.9
-0.6810516574748808,23.9,,-1.1254890472983765,12.0
-0.6800247215784908,24.0,,-1.1246420918378692,12.0
-0.6771617115121117,24.1,,-1.1246420918378692,12.1
-0.6769220003059587,24.2,,-1.1227220215622986,12.1
-0.6763923020592697,24.3,,-1.1227220215622986,12.2
-0.6626237589458467,24.4,,-1.1105758454658288,12.2
-0.661786464768388,24.5,,-1.1105758454658288,12.3
-0.6533292325737119,24.6,,-1.1065259087416703,12.3
-0.6526239793023909,24.7,,-1.1065259087416703,12.4
-0.6518361078021592,24.8,,-1.1063349740060282,12.4
-0.6516003476058171,24.9,,-1.1063349740060282,12.5
-0.6506425691218269,25.0,,-1.081548003614395,12.5
-0.6465728842425266,25.1,,-1.081548003614395,12.6
-0.6451197546051243,25.2,,-1.0810633275998973,12.6
-0.637739984251316,25.3,,-1.0810633275998973,12.7
-0.6373871273065177,25.4,,-1.0810565404082624,12.7
-0.6269670577877674,25.5,,-1.0810565404082624,12.8
-0.6248185776956788,25.6,,-1.0777447779293061,12.8
-0.6231405264247644,25.7,,-1.0777447779293061,12.9
-0.6226995198205938,25.8,,-1.0708924980611123,12.9
-0.6127886904843862,25.9,,-1.0708924980611123,13.0
-0.6115178029919482,26.0,,-1.0700847663261526,13.0
-0.6039851867158206,26.1,,-1.0700847663261526,13.1
-0.6017066122293969,26.2,,-1.0676204293825944,13.1
-0.600638689918805,26.3,,-1.0676204293825944,13.2
-0.6002168771587947,26.4,,-1.0623037137261049,13.2
-0.5993926454440222,26.5,,-1.0623037137261049,13.3
-0.5993750229537729,26.6,,-1.0592135218889516,13.3
-0.5923939242388692,26.7,,-1.0592135218889516,13.4
-0.5915713888358299,26.8,,-1.0577109289559004,13.4
-0.5893647569442115,26.9,,-1.0577109289559004,13.5
-0.5769036556624031,27.0,,-1.0372461543264564,13.5
-0.5768918695231487,27.1,,-1.0372461543264564,13.6
-0.5767713305683327,27.2,,-1.035242322419374,13.6
-0.57581824064468,27.3,,-1.035242322419374,13.7
-0.5756378262377739,27.4,,-1.0265152994110602,13.7
-0.5736620068802363,27.5,,-1.0265152994110602,13.8
-0.5711789897827968,27.6,,-1.0243876413342898,13.8
-0.5707462937494763,27.7,,-1.0243876413342898,13.9
-0.5662977296027719,27.8,,-1.0212328171307132,13.9
-0.5640786307367284,27.9,,-1.0212328171307132,14.0
-0.5637245528039747,28.0,,-1.0128311203344238,14.0
-0.5624667758942676,28.1,,-1.0128311203344238,14.1
-0.5622875292409727,28.2,,-1.0121043752601675,14.1
-0.5601810401969696,28.3,,-1.0121043752601675,14.2
-0.5589218472715883,28.4,,-1.008086310917404,14.2
-0.5554771191602547,28.5,,-1.008086310917404,14.3
-0.5551995266931984,28.6,,-1.006017381499702,14.3
-0.553649305347182,28.7,,-1.006017381499702,14.4
-0.5522230442809712,28.8,,-1.0041407667520679,14.4
-0.5468589412403921,28.9,,-1.0041407667520679,14.5
-0.5449190868089497,29.0,,-1.0025293646378088,14.5
-0.5443827245251827,29.1,,-1.0025293646378088,14.6
-0.543424771133765,29.2,,-1.0016200098949155,14.6
-0.5397596803093615,29.3,,-1.0016200098949155,14.7
-0.5309969550018176,29.4,,-0.998354040738791,14.7
-0.5308687729203206,29.5,,-0.998354040738791,14.8
-0.5305011476105275,29.6,,-0.9905363251306883,14.8
-0.5302576183724408,29.7,,-0.9905363251306883,14.9
-0.5297602037670388,29.8,,-0.9896048202585809,14.9
-0.525755021680761,29.9,,-0.9896048202585809,15.0
-0.5245202662797737,30.0,,-0.9857260463355437,15.0
-0.5228600271532683,30.1,,-0.9857260463355437,15.1
-0.5227230205190395,30.2,,-0.9815086510479509,15.1
-0.5182702182736474,30.3,,-0.9815086510479509,15.2
-0.5176112990361714,30.4,,-0.9787637157823074,15.2
-0.5172884501003722,30.5,,-0.9787637157823074,15.3
-0.5160447282173739,30.6,,-0.978372777615032,15.3
-0.5138669173366935,30.7,,-0.978372777615032,15.4
-0.5112156764311852,30.8,,-0.977555244798551,15.4
-0.510016398854747,30.9,,-0.977555244798551,15.5
-0.5069431753711298,31.0,,-0.9758732529773327,15.5
-0.5034756541161992,31.1,,-0.9758732529773327,15.6
-0.5020542243526112,31.2,,-0.9746816702273214,15.6
-0.5017570435845365,31.3,,-0.9746816702273214,15.7
-0.4930009346588328,31.4,,-0.966976143129213,15.7
-0.48943944251822213,31.5,,-0.966976143129213,15.8
-0.48760622407249354,31.6,,-0.9649234605801045,15.8
-0.48712538376469605,31.7,,-0.9649234605801045,15.9
-0.48536354782910346,31.8,,-0.9555404406004258,15.9
-0.48423407286625136,31.9,,-0.9555404406004258,16.0
-0.47917423784528995,32.0,,-0.949398888831943,16.0
-0.4787486216634773,32.1,,-0.949398888831943,16.1
-0.4776574467651167,32.2,,-0.9398797863273552,16.1
-0.4749453111609562,32.3,,-0.9398797863273552,16.2
-0.47193186578943347,32.4,,-0.9378250399151228,16.2
-0.4710383056183228,32.5,,-0.9378250399151228,16.3
-0.4694743859349521,32.6,,-0.926930471578083,16.3
-0.4691756521047048,32.7,,-0.926930471578083,16.4
-0.46572975357025687,32.8,,-0.9232332461109043,16.4
-0.46341769281246226,32.9,,-0.9232332461109043,16.5
-0.4622752887050425,33.0,,-0.9221653241776254,16.5
-0.4606387709597875,33.1,,-0.9221653241776254,16.6
-0.4593608995402441,33.2,,-0.9194242342338032,16.6
-0.4523063192490767,33.3,,-0.9194242342338032,16.7
-0.45006547147924364,33.4,,-0.9186519464841982,16.7
-0.4465149520670211,33.5,,-0.9186519464841982,16.8
-0.44643361455052827,33.6,,-0.9093874547947389,16.8
-0.4461834332147797,33.7,,-0.9093874547947389,16.9
-0.4455025214007718,33.8,,-0.9080240755212109,16.9
-0.4442932600761116,33.9,,-0.9080240755212109,17.0
-0.44004448669698376,34.0,,-0.9075636620415979,17.0
-0.4397310582741749,34.1,,-0.9075636620415979,17.1
-0.4344962274323156,34.2,,-0.9043166251044086,17.1
-0.4325581878196209,34.3,,-0.9043166251044086,17.2
-0.42688106994742003,34.4,,-0.898414671348358,17.2
-0.42098448082026296,34.5,,-0.898414671348358,17.3
-0.42064532276535904,34.6,,-0.8972543714858315,17.3
-0.42018681709585726,34.7,,-0.8972543714858315,17.4
-0.4152879139008013,34.8,,-0.8946073022195039,17.4
-0.4118769661224674,34.9,,-0.8946073022195039,17.5
-0.4080753730215514,35.0,,-0.8895144296255233,17.5
-0.40122047188583626,35.1,,-0.8895144296255233,17.6
-0.3933388123273607,35.2,,-0.883857436201133,17.6
-0.39210815313215763,35.3,,-0.883857436201133,17.7
-0.38770155993598415,35.4,,-0.8756182533847572,17.7
-0.3853135968617602,35.5,,-0.8756182533847572,17.8
-0.38508228041631654,35.6,,-0.863990769679816,17.8
-0.38455554422982535,35.7,,-0.863990769679816,17.9
-0.3748208075495975,35.8,,-0.8612842013282637,17.9
-0.37144086599579146,35.9,,-0.8612842013282637,18.0
-0.36361221221385587,36.0,,-0.8604133652839524,18.0
-0.36283856043965906,36.1,,-0.8604133652839524,18.1
-0.3609661658190799,36.2,,-0.8583577801812136,18.1
-0.35929209078705954,36.3,,-0.8583577801812136,18.2
-0.35151348404130867,36.4,,-0.8571575564162826,18.2
-0.3427145165267695,36.5,,-0.8571575564162826,18.3
-0.34268759408034877,36.6,,-0.8560838259088672,18.3
-0.3357846992901282,36.7,,-0.8560838259088672,18.4
-0.3345012358409484,36.8,,-0.8498443694647918,18.4
-0.3276621465977682,36.9,,-0.8498443694647918,18.5
-0.32602353216784113,37.0,,-0.846793718068405,18.5
-0.3220615162056756,37.1,,-0.846793718068405,18.6
-0.32138584165299344,37.2,,-0.8397218421807761,18.6
-0.3152692446403456,37.3,,-0.8397218421807761,18.7
-0.31026675659345604,37.4,,-0.8392175232226385,18.7
-0.3095464393139903,37.5,,-0.8392175232226385,18.8
-0.3092123758512146,37.6,,-0.8323555731042287,18.8
-0.30917212346863937,37.7,,-0.8323555731042287,18.9
-0.30777823495300083,37.8,,-0.8309501164110378,18.9
-0.3011036955892888,37.9,,-0.8309501164110378,19.0
-0.29900735046586746,38.0,,-0.8289950109220723,19.0
-0.2916937497932768,38.1,,-0.8289950109220723,19.1
-0.2886586389201383,38.2,,-0.827230943552323,19.1
-0.2817846088605072,38.3,,-0.827230943552323,19.2
-0.2811002928859549,38.4,,-0.8254971967925115,19.2
-0.275051697151644,38.5,,-0.8254971967925115,19.3
-0.2727235697476705,38.6,,-0.8222203955664315,19.3
-0.26987493529337125,38.7,,-0.8222203955664315,19.4
-0.26940683444455776,38.8,,-0.8206823183517105,19.4
-0.26888869055483056,38.9,,-0.8206823183517105,19.5
-0.2646568332379561,39.0,,-0.8182206832334725,19.5
-0.2595913513636048,39.1,,-0.8182206832334725,19.6
-0.2549772174208553,39.2,,-0.8169356709872361,19.6
-0.2525681513931603,39.3,,-0.8169356709872361,19.7
-0.24903603955637832,39.4,,-0.8158102849654383,19.7
-0.2489641484790735,39.5,,-0.8158102849654383,19.8
-0.24751863555150475,39.6,,-0.8084936028931876,19.8
-0.24717738252059693,39.7,,-0.8084936028931876,19.9
-0.24574306408594432,39.8,,-0.8082982853551515,19.9
-0.2453881160028705,39.9,,-0.8082982853551515,20.0
-0.24123605785632987,40.0,,-0.8022772692216189,20.0
-0.24032539815813503,40.1,,-0.8022772692216189,20.1
-0.23894804686640975,40.2,,-0.7982972445384537,20.1
-0.23681860674000887,40.3,,-0.7982972445384537,20.2
-0.23458713337514692,40.4,,-0.7968952554704768,20.2
-0.23415337472333597,40.5,,-0.7968952554704768,20.3
-0.23413695694918055,40.6,,-0.7928728322623442,20.3
-0.23093453020867796,40.7,,-0.7928728322623442,20.4
-0.22577630048653566,40.8,,-0.7925207384327007,20.4
-0.2234627853258509,40.9,,-0.7925207384327007,20.5
-0.22096959953322298,41.0,,-0.7904744554453119,20.5
-0.22096417382966393,41.1,,-0.7904744554453119,20.6
-0.21967188783751193,41.2,,-0.7832532923362371,20.6
-0.21910052880886424,41.3,,-0.7832532923362371,20.7
-0.2176812032272203,41.4,,-0.7783047254023127,20.7
-0.21398884422550896,41.5,,-0.7783047254023127,20.8
-0.21344715171184725,41.6,,-0.7778166875908753,20.8
-0.20812225035727522,41.7,,-0.7778166875908753,20.9
-0.2030453860429927,41.8,,-0.773789199103573,20.9
-0.20219265243389406,41.9,,-0.773789199103573,21.0
-0.19236096478112252,42.0,,-0.7730097838554665,21.0
-0.1903386780836082,42.1,,-0.7730097838554665,21.1
-0.18687164416135904,42.2,,-0.7728252145375718,21.1
-0.18565897666381712,42.3,,-0.7728252145375718,21.2
-0.18490213644298903,42.4,,-0.7677975651041284,21.2
-0.18398333635267913,42.5,,-0.7677975651041284,21.3
-0.1769472274940494,42.6,,-0.7673475628880495,21.3
-0.16711808031685435,42.7,,-0.7673475628880495,21.4
-0.16128571166600914,42.8,,-0.7632591565425169,21.4
-0.1599385299634271,42.9,,-0.7632591565425169,21.5
-0.15800789857898942,43.0,,-0.759132661553698,21.5
-0.15567723539207948,43.1,,-0.759132661553698,21.6
-0.15178509503558332,43.2,,-0.7563507452843033,21.6
-0.14705738150213865,43.3,,-0.7563507452843033,21.7
-0.14436041192394247,43.4,,-0.7553829323533225,21.7
-0.1423794850212935,43.5,,-0.7553829323533225,21.8
-0.13826430117118466,43.6,,-0.7537361643574896,21.8
-0.13014305436768459,43.7,,-0.7537361643574896,21.9
-0.12791759148076653,43.8,,-0.7484865365565536,21.9
-0.12578692009964815,43.9,,-0.7484865365565536,22.0
-0.11564828238824053,44.0,,-0.7309300399419191,22.0
-0.11473644146689901,44.1,,-0.7309300399419191,22.1
-0.11453984525261789,44.2,,-0.7303666317171367,22.1
-0.11232804969082982,44.3,,-0.7303666317171367,22.2
-0.1087601484568576,44.4,,-0.7271371758248686,22.2
-0.10703035995455783,44.5,,-0.7271371758248686,22.3
-0.09917586377938291,44.6,,-0.7257438131534656,22.3
-0.09671311187039239,44.7,,-0.7257438131534656,22.4
-0.09605989972464987,44.8,,-0.7198442083947086,22.4
-0.0952955323869521,44.9,,-0.7198442083947086,22.5
-0.08973569428722672,45.0,,-0.718444221252436,22.5
-0.08912003951278841,45.1,,-0.718444221252436,22.6
-0.0821511783925688,45.2,,-0.7153037092599682,22.6
-0.0771017094141042,45.3,,-0.7153037092599682,22.7
-0.07444591576616721,45.4,,-0.7143514180263678,22.7
-0.07443342910004629,45.5,,-0.7143514180263678,22.8
-0.07282891265687277,45.6,,-0.7128457826771644,22.8
-0.07201012158033385,45.7,,-0.7128457826771644,22.9
-0.07016571145864703,45.8,,-0.7076694656187807,22.9
-0.06607979864731657,45.9,,-0.7076694656187807,23.0
-0.0657502610729878,46.0,,-0.7043436905427592,23.0
-0.06267909727317188,46.1,,-0.7043436905427592,23.1
-0.05952535606180008,46.2,,-0.7031764251258874,23.1
-0.056945623721067457,46.3,,-0.7031764251258874,23.2
-0.05558467091045507,46.4,,-0.7020530938773524,23.2
-0.05554769889661878,46.5,,-0.7020530938773524,23.3
-0.05429486651781221,46.6,,-0.7001208149391732,23.3
-0.05023810944913695,46.7,,-0.7001208149391732,23.4
-0.04946370965243295,46.8,,-0.6997255079925856,23.4
-0.047711356141979855,46.9,,-0.6997255079925856,23.5
-0.045586016355497805,47.0,,-0.6929095952606542,23.5
-0.04015795064434341,47.1,,-0.6929095952606542,23.6
-0.03955515385665504,47.2,,-0.6919080698812444,23.6
-0.037634702424848364,47.3,,-0.6919080698812444,23.7
-0.03582603910995154,47.4,,-0.6819842479977986,23.7
-0.0349884904969617,47.5,,-0.6819842479977986,23.8
-0.03471176970524331,47.6,,-0.6810516574748808,23.8
-0.03468488738678118,47.7,,-0.6810516574748808,23.9
-0.033126972873797095,47.8,,-0.6800247215784908,23.9
-0.03275327021599839,47.9,,-0.6800247215784908,24.0
-0.03269474809409311,48.0,,-0.6771617115121117,24.0
-0.026513875449216878,48.1,,-0.6771617115121117,24.1
-0.024125087110003277,48.2,,-0.6769220003059587,24.1
