ax-row-0-col-0_trace-id-random-image_variable-row,ax-row-0-col-0_trace-id-random-image_variable-col,ax-row-0-col-0_trace-id-random-image_variable-value
11,15,0.7224521152615053
11,16,0.2807723624408558
11,17,0.02431596643145384
11,18,0.6454722959071678
11,19,0.17711067940704894
12,0,0.9404585843529143
12,1,0.9539285770025874
12,2,0.9148643902204485
12,3,0.3701587002554444
12,4,0.015456616528867428
12,5,0.9283185625877254
12,6,0.42818414831731433
12,7,0.9666548190436696
12,8,0.9636199770892528
12,9,0.8530094554673601
12,10,0.2944488920695857
12,11,0.38509772860192526
12,12,0.8511366715168569
12,13,0.31692200515627766
12,14,0.1694927466860925
12,15,0.5568012624583502
12,16,0.936154774160781
12,17,0.696029796674973
12,18,0.570061170089365
12,19,0.09717649377076854
13,0,0.6150072266991697
13,1,0.9900538501042633
13,2,0.14008401523652403
13,3,0.5183296523637367
13,4,0.8773730719279554
13,5,0.7407686177542044
13,6,0.697015740995268
13,7,0.7024840839871093
13,8,0.35949115121975517
13,9,0.29359184426449336
13,10,0.8093611554785136
13,11,0.8101133946791808
13,12,0.8670723185801037
13,13,0.9132405525564713
13,14,0.5113423988609378
13,15,0.5015162946871996
13,16,0.7982951789667752
13,17,0.6499639307777652
13,18,0.7019668772577033
13,19,0.795792669436101
14,0,0.8900053418175663
14,1,0.3379951568515358
14,2,0.375582952639944
14,3,0.093981939840869
14,4,0.578280140996174
14,5,0.035942273796742086
14,6,0.46559801813246016
14,7,0.5426446347075766
14,8,0.2865412521282844
14,9,0.5908332605690108
14,10,0.03050024993904943
14,11,0.03734818874921442
14,12,0.8226005606596583
14,13,0.3601906414112629
14,14,0.12706051265188478
14,15,0.5222432600548044
14,16,0.7699935530986108
14,17,0.21582102749684318
14,18,0.6228904758190003
14,19,0.085347464993768
15,0,0.0516817211686077
15,1,0.531354631568148
15,2,0.5406351216101065
15,3,0.6374299014982066
15,4,0.7260913337226615
15,5,0.9758520794625346
15,6,0.5163003483011953
15,7,0.32295647294124596
15,8,0.7951861947687037
15,9,0.2708322512620742
15,10,0.4389714207056361
15,11,0.07845638134226596
15,12,0.02535074341545751
15,13,0.9626484146779251
15,14,0.8359801205122058
15,15,0.695974206093698
15,16,0.4089529444142699
15,17,0.17329432007084578
15,18,0.15643704267108605
15,19,0.25024289816459533
16,0,0.5492266647061205
16,1,0.7145959227000623
16,2,0.6601973767177313
16,3,0.27993389694594284
16,4,0.9548652806631941
16,5,0.7378969166957685
16,6,0.5543540525114007
16,7,0.6117207462343522
16,8,0.4196000624277899
16,9,0.24773098950115746
16,10,0.3559726786512616
16,11,0.7578461104643691
16,12,0.014393488629755868
16,13,0.11607264050691624
16,14,0.04600264202175275
16,15,0.040728802318970136
16,16,0.8554605840110072
16,17,0.7036578593800237
16,18,0.4741738290873252
16,19,0.09783416065100148
17,0,0.49161587511683236
17,1,0.4734717707805657
17,2,0.17320186991001518
17,3,0.43385164923797304
17,4,0.39850473439737344
17,5,0.6158500980522165
17,6,0.6350936508676438
17,7,0.04530400977204452
17,8,0.3746126146264712
17,9,0.6258599157142364
17,10,0.5031362585800877
17,11,0.8564898411883223
17,12,0.658693631618945
17,13,0.1629344270814297
17,14,0.07056874740042984
17,15,0.6424192782063156
17,16,0.026511310541621813
17,17,0.5857755812734633
17,18,0.9402302414249576
17,19,0.575474177875879
18,0,0.3881699262065219
18,1,0.6432882184423532
18,2,0.45825289049151663
18,3,0.5456167893159349
18,4,0.9414648087765252
18,5,0.38610263780077425
18,6,0.9611905638239142
18,7,0.9053506419560637
18,8,0.19579113478929644
18,9,0.06936130087516545
18,10,0.10077800137742665
18,11,0.018221825651549728
18,12,0.0944429607559284
18,13,0.6830067734163568
18,14,0.07118864846022899
18,15,0.3189756302937613
18,16,0.8448753109694546
18,17,0.023271935735825866
18,18,0.8144684825889358
18,19,0.28185477477339993
19,0,0.11816482762165625
19,1,0.6967371653641506
19,2,0.628942846779884
19,3,0.877472013527053
19,4,0.7350710438038858
19,5,0.8034809303848486
19,6,0.2820345725713065
19,7,0.17743954377972282
19,8,0.7506147516408583
19,9,0.806834739267264
19,10,0.9905051420006733
19,11,0.4126176769114265
19,12,0.37201808579278317
19,13,0.7764129607419968
19,14,0.34080354025301784
19,15,0.9307573256035647
19,16,0.8584127518430118
19,17,0.42899402737501835
19,18,0.7508710677914974
19,19,0.7545428740846823
