ax-row-0-col-0_trace-id-stx-ecdf-0_variable-ecdf_x,ax-row-0-col-0_trace-id-stx-ecdf-0_variable-ecdf_y,ax-row-0-col-0_trace-id-stx-ecdf-0_variable-ecdf_n,ax-row-0-col-0_trace-id-stx-ecdf-0_variable-ecdf_x_step,ax-row-0-col-0_trace-id-stx-ecdf-0_variable-ecdf_y_step
-1.1524155240033076,16.0,,-1.6479408638062651,8.0
-1.1179389392586474,16.5,,-1.6479408638062651,8.5
-1.0919351626779858,17.0,,-1.6413751987727552,8.5
-1.0911815868180819,17.5,,-1.6413751987727552,9.0
-1.0661045241360583,18.0,,-1.5226561179542373,9.0
-0.9631922503097293,18.5,,-1.5226561179542373,9.5
-0.9380325984431264,19.0,,-1.48203427726424,9.5
-0.9152290879935718,19.5,,-1.48203427726424,10.0
-0.9082935003016473,20.0,,-1.4609164893101625,10.0
-0.900259793132931,20.5,,-1.4609164893101625,10.5
-0.862363200497214,21.0,,-1.446625415574341,10.5
-0.8162750630726145,21.5,,-1.446625415574341,11.0
-0.815441751143362,22.0,,-1.4209062250673314,11.0
-0.8016838108210009,22.5,,-1.4209062250673314,11.5
-0.7999053968110825,23.0,,-1.4088557153010621,11.5
-0.7990514900539885,23.5,,-1.4088557153010621,12.0
-0.7700053129528022,24.0,,-1.3370788704369214,12.0
-0.7615063714647335,24.5,,-1.3370788704369214,12.5
-0.7311516772011246,25.0,,-1.3091900160840653,12.5
-0.7111993186991583,25.5,,-1.3091900160840653,13.0
-0.6955160144347466,26.0,,-1.2774368762696477,13.0
-0.6603979411198931,26.5,,-1.2774368762696477,13.5
-0.6324196838301794,27.0,,-1.2682434212430005,13.5
-0.6292367048422275,27.5,,-1.2682434212430005,14.0
-0.6244976573526495,28.0,,-1.1735863155022408,14.0
-0.6181430174735861,28.5,,-1.1735863155022408,14.5
-0.6107223767457942,29.0,,-1.167584069928442,14.5
-0.6052613494358681,29.5,,-1.167584069928442,15.0
-0.6036611568416521,30.0,,-1.158384725770307,15.0
-0.5489383072440472,30.5,,-1.158384725770307,15.5
-0.5477463025772003,31.0,,-1.1524155240033076,15.5
-0.546784544084668,31.5,,-1.1524155240033076,16.0
-0.5353308091341662,32.0,,-1.1179389392586474,16.0
-0.5187149322140368,32.5,,-1.1179389392586474,16.5
-0.5100720893077296,33.0,,-1.0919351626779858,16.5
-0.4932921329989923,33.5,,-1.0919351626779858,17.0
-0.4855894894014509,34.0,,-1.0911815868180819,17.0
-0.439335524934988,34.5,,-1.0911815868180819,17.5
-0.4304326259638185,35.0,,-1.0661045241360583,17.5
-0.4149480214758942,35.5,,-1.0661045241360583,18.0
-0.3724812547971842,36.0,,-0.9631922503097293,18.0
-0.34644697138870767,36.5,,-0.9631922503097293,18.5
-0.3320700843426477,37.0,,-0.9380325984431264,18.5
-0.29958582088759805,37.5,,-0.9380325984431264,19.0
-0.28811312859714505,38.0,,-0.9152290879935718,19.0
-0.2583453112649002,38.5,,-0.9152290879935718,19.5
-0.25570547256179504,39.0,,-0.9082935003016473,19.5
-0.2223784440173738,39.5,,-0.9082935003016473,20.0
-0.22117377575860758,40.0,,-0.900259793132931,20.0
-0.1993518820177312,40.5,,-0.900259793132931,20.5
-0.19533672696977616,41.0,,-0.862363200497214,20.5
-0.17913352935051072,41.5,,-0.862363200497214,21.0
-0.17090000504935404,42.0,,-0.8162750630726145,21.0
-0.16519170104188546,42.5,,-0.8162750630726145,21.5
-0.1384598031219802,43.0,,-0.815441751143362,21.5
-0.10672977772427346,43.5,,-0.815441751143362,22.0
-0.0837693004273775,44.0,,-0.8016838108210009,22.0
-0.048399979741523214,44.5,,-0.8016838108210009,22.5
-0.0440267997324464,45.0,,-0.7999053968110825,22.5
-0.03473736131253109,45.5,,-0.7999053968110825,23.0
-0.019477928422941996,46.0,,-0.7990514900539885,23.0
-0.011211875973100471,46.5,,-0.7990514900539885,23.5
-0.0013434864097461648,47.0,,-0.7700053129528022,23.5
0.00427263609010197,47.5,,-0.7700053129528022,24.0
0.016548199717008716,48.0,,-0.7615063714647335,24.0
0.01956569814598646,48.5,,-0.7615063714647335,24.5
0.02117819756618216,49.0,,-0.7311516772011246,24.5
0.0252197567638931,49.5,,-0.7311516772011246,25.0
0.02748563845618064,50.0,,-0.7111993186991583,25.0
0.08422902002382583,50.5,,-0.7111993186991583,25.5
0.1148822927605055,51.0,,-0.6955160144347466,25.5
0.14357549495206776,51.5,,-0.6955160144347466,26.0
0.14678108175035579,52.0,,-0.6603979411198931,26.0
0.15892692480460968,52.5,,-0.6603979411198931,26.5
0.16329166350035987,53.0,,-0.6324196838301794,26.5
0.18194492863434858,53.5,,-0.6324196838301794,27.0
0.20514795445760672,54.0,,-0.6292367048422275,27.0
0.20948171547163882,54.5,,-0.6292367048422275,27.5
0.24707057576699118,55.0,,-0.6244976573526495,27.5
0.24913068927916138,55.5,,-0.6244976573526495,28.0
0.2599128493705293,56.0,,-0.6181430174735861,28.0
0.2883287496444757,56.5,,-0.6181430174735861,28.5
0.2884243191242138,57.0,,-0.6107223767457942,28.5
0.29376808947149413,57.5,,-0.6107223767457942,29.0
0.29848005169338243,58.0,,-0.6052613494358681,29.0
0.3224299163005744,58.5,,-0.6052613494358681,29.5
0.33818618353369445,59.0,,-0.6036611568416521,29.5
0.34886677256598553,59.5,,-0.6036611568416521,30.0
0.3635763147015113,60.0,,-0.5489383072440472,30.0
0.3739430000220717,60.5,,-0.5489383072440472,30.5
0.374918364006158,61.0,,-0.5477463025772003,30.5
0.38195836428409813,61.5,,-0.5477463025772003,31.0
0.38777986158584005,62.0,,-0.546784544084668,31.0
0.41821455315345596,62.5,,-0.546784544084668,31.5
0.4416551499198855,63.0,,-0.5353308091341662,31.5
0.4481911660561681,63.5,,-0.5353308091341662,32.0
0.45396108202600566,64.0,,-0.5187149322140368,32.0
0.4551706331899429,64.5,,-0.5187149322140368,32.5
0.4607294118687372,65.0,,-0.5100720893077296,32.5
0.46827518126430895,65.5,,-0.5100720893077296,33.0
0.47311241940650994,66.0,,-0.4932921329989923,33.0
0.48403598798849806,66.5,,-0.4932921329989923,33.5
0.5433100042546501,67.0,,-0.4855894894014509,33.5
0.545495824511093,67.5,,-0.4855894894014509,34.0
0.5842191754271896,68.0,,-0.439335524934988,34.0
0.5893451801118269,68.5,,-0.439335524934988,34.5
0.5969269607806553,69.0,,-0.4304326259638185,34.5
0.6085968465991639,69.5,,-0.4304326259638185,35.0
0.61293996816768,70.0,,-0.4149480214758942,35.0
0.6608443801802464,70.5,,-0.4149480214758942,35.5
0.6702309565759602,71.0,,-0.3724812547971842,35.5
0.6730568286314806,71.5,,-0.3724812547971842,36.0
0.6858173156532589,72.0,,-0.34644697138870767,36.0
0.6899624747622934,72.5,,-0.34644697138870767,36.5
0.6984741907111747,73.0,,-0.3320700843426477,36.5
0.7199346277263773,73.5,,-0.3320700843426477,37.0
0.7308259241634556,74.0,,-0.29958582088759805,37.0
0.7324282809484558,74.5,,-0.29958582088759805,37.5
0.7659327003879298,75.0,,-0.28811312859714505,37.5
0.7812400865954454,75.5,,-0.28811312859714505,38.0
0.8070592129827804,76.0,,-0.2583453112649002,38.0
0.8126148497252195,76.5,,-0.2583453112649002,38.5
0.8142621444160325,77.0,,-0.25570547256179504,38.5
0.8516856773545836,77.5,,-0.25570547256179504,39.0
0.8524798517689643,78.0,,-0.2223784440173738,39.0
0.878564042419318,78.5,,-0.2223784440173738,39.5
0.902297581781418,79.0,,-0.22117377575860758,39.5
0.9327851866218709,79.5,,-0.22117377575860758,40.0
0.9411051908261533,80.0,,-0.1993518820177312,40.0
0.9598362244880316,80.5,,-0.1993518820177312,40.5
1.0069212061313104,81.0,,-0.19533672696977616,40.5
1.0478441404652752,81.5,,-0.19533672696977616,41.0
1.057273705719452,82.0,,-0.17913352935051072,41.0
1.0627650902394044,82.5,,-0.17913352935051072,41.5
1.141804645176354,83.0,,-0.17090000504935404,41.5
1.144706013604961,83.5,,-0.17090000504935404,42.0
1.172321049311114,84.0,,-0.16519170104188546,42.0
1.2097317748493923,84.5,,-0.16519170104188546,42.5
1.2490692492284685,85.0,,-0.1384598031219802,42.5
1.285508762775624,85.5,,-0.1384598031219802,43.0
1.3559002472173192,86.0,,-0.10672977772427346,43.0
1.3686821215290002,86.5,,-0.10672977772427346,43.5
1.4638167214819504,87.0,,-0.0837693004273775,43.5
1.4704267574903744,87.5,,-0.0837693004273775,44.0
1.4743328441317478,88.0,,-0.048399979741523214,44.0
1.5088569153098421,88.5,,-0.048399979741523214,44.5
1.5604572970051802,89.0,,-0.0440267997324464,44.5
1.6122700743308085,89.5,,-0.0440267997324464,45.0
1.626232988546261,90.0,,-0.03473736131253109,45.0
1.6538191663255761,90.5,,-0.03473736131253109,45.5
1.679280264276591,91.0,,-0.019477928422941996,45.5
1.7093220012719461,91.5,,-0.019477928422941996,46.0
1.851320265052871,92.0,,-0.011211875973100471,46.0
1.870591088771426,92.5,,-0.011211875973100471,46.5
1.8974846194196053,93.0,,-0.0013434864097461648,46.5
1.9090720737729647,93.5,,-0.0013434864097461648,47.0
1.95775465812032,94.0,,0.00427263609010197,47.0
1.9596398732328195,94.5,,0.00427263609010197,47.5
1.9654877277502432,95.0,,0.016548199717008716,47.5
1.999595461643539,95.5,,0.016548199717008716,48.0
2.0174545924273084,96.0,,0.01956569814598646,48.0
2.03332261265889,96.5,,0.01956569814598646,48.5
2.077392088856693,97.0,,0.02117819756618216,48.5
2.260206212439946,97.5,,0.02117819756618216,49.0
2.292747688152522,98.0,,0.0252197567638931,49.0
2.3167074668220957,98.5,,0.0252197567638931,49.5
2.3497225896585405,99.0,,0.02748563845618064,49.5
2.5567707989254593,99.5,,0.02748563845618064,50.0
2.700988560318378,100.0,,0.08422902002382583,50.0
,,,0.08422902002382583,50.5
,,,0.1148822927605055,50.5
,,,0.1148822927605055,51.0
,,,0.14357549495206776,51.0
,,,0.14357549495206776,51.5
,,,0.14678108175035579,51.5
,,,0.14678108175035579,52.0
,,,0.15892692480460968,52.0
,,,0.15892692480460968,52.5
,,,0.16329166350035987,52.5
,,,0.16329166350035987,53.0
,,,0.18194492863434858,53.0
,,,0.18194492863434858,53.5
,,,0.20514795445760672,53.5
,,,0.20514795445760672,54.0
,,,0.20948171547163882,54.0
,,,0.20948171547163882,54.5
,,,0.24707057576699118,54.5
,,,0.24707057576699118,55.0
,,,0.24913068927916138,55.0
,,,0.24913068927916138,55.5
,,,0.2599128493705293,55.5
,,,0.2599128493705293,56.0
,,,0.2883287496444757,56.0
,,,0.2883287496444757,56.5
,,,0.2884243191242138,56.5
,,,0.2884243191242138,57.0
,,,0.29376808947149413,57.0
,,,0.29376808947149413,57.5
,,,0.29848005169338243,57.5
,,,0.29848005169338243,58.0
,,,0.3224299163005744,58.0
,,,0.3224299163005744,58.5
,,,0.33818618353369445,58.5
,,,0.33818618353369445,59.0
,,,0.34886677256598553,59.0
,,,0.34886677256598553,59.5
,,,0.3635763147015113,59.5
,,,0.3635763147015113,60.0
,,,0.3739430000220717,60.0
,,,0.3739430000220717,60.5
,,,0.374918364006158,60.5
,,,0.374918364006158,61.0
,,,0.38195836428409813,61.0
,,,0.38195836428409813,61.5
,,,0.38777986158584005,61.5
,,,0.38777986158584005,62.0
,,,0.41821455315345596,62.0
,,,0.41821455315345596,62.5
,,,0.4416551499198855,62.5
,,,0.4416551499198855,63.0
,,,0.4481911660561681,63.0
,,,0.4481911660561681,63.5
,,,0.45396108202600566,63.5
,,,0.45396108202600566,64.0
,,,0.4551706331899429,64.0
,,,0.4551706331899429,64.5
,,,0.4607294118687372,64.5
,,,0.4607294118687372,65.0
,,,0.46827518126430895,65.0
,,,0.46827518126430895,65.5
,,,0.47311241940650994,65.5
,,,0.47311241940650994,66.0
,,,0.48403598798849806,66.0
,,,0.48403598798849806,66.5
,,,0.5433100042546501,66.5
,,,0.5433100042546501,67.0
,,,0.545495824511093,67.0
,,,0.545495824511093,67.5
,,,0.5842191754271896,67.5
,,,0.5842191754271896,68.0
,,,0.5893451801118269,68.0
,,,0.5893451801118269,68.5
,,,0.5969269607806553,68.5
,,,0.5969269607806553,69.0
,,,0.6085968465991639,69.0
,,,0.6085968465991639,69.5
,,,0.61293996816768,69.5
,,,0.61293996816768,70.0
,,,0.6608443801802464,70.0
,,,0.6608443801802464,70.5
,,,0.6702309565759602,70.5
,,,0.6702309565759602,71.0
,,,0.6730568286314806,71.0
,,,0.6730568286314806,71.5
,,,0.6858173156532589,71.5
,,,0.6858173156532589,72.0
,,,0.6899624747622934,72.0
,,,0.6899624747622934,72.5
,,,0.6984741907111747,72.5
,,,0.6984741907111747,73.0
,,,0.7199346277263773,73.0
,,,0.7199346277263773,73.5
,,,0.7308259241634556,73.5
,,,0.7308259241634556,74.0
,,,0.7324282809484558,74.0
,,,0.7324282809484558,74.5
,,,0.7659327003879298,74.5
,,,0.7659327003879298,75.0
,,,0.7812400865954454,75.0
,,,0.7812400865954454,75.5
,,,0.8070592129827804,75.5
,,,0.8070592129827804,76.0
,,,0.8126148497252195,76.0
,,,0.8126148497252195,76.5
,,,0.8142621444160325,76.5
,,,0.8142621444160325,77.0
,,,0.8516856773545836,77.0
,,,0.8516856773545836,77.5
,,,0.8524798517689643,77.5
,,,0.8524798517689643,78.0
,,,0.878564042419318,78.0
,,,0.878564042419318,78.5
,,,0.902297581781418,78.5
,,,0.902297581781418,79.0
,,,0.9327851866218709,79.0
,,,0.9327851866218709,79.5
,,,0.9411051908261533,79.5
,,,0.9411051908261533,80.0
,,,0.9598362244880316,80.0
,,,0.9598362244880316,80.5
,,,1.0069212061313104,80.5
,,,1.0069212061313104,81.0
,,,1.0478441404652752,81.0
,,,1.0478441404652752,81.5
,,,1.057273705719452,81.5
,,,1.057273705719452,82.0
,,,1.0627650902394044,82.0
,,,1.0627650902394044,82.5
,,,1.141804645176354,82.5
,,,1.141804645176354,83.0
,,,1.144706013604961,83.0
,,,1.144706013604961,83.5
,,,1.172321049311114,83.5
,,,1.172321049311114,84.0
,,,1.2097317748493923,84.0
,,,1.2097317748493923,84.5
,,,1.2490692492284685,84.5
,,,1.2490692492284685,85.0
,,,1.285508762775624,85.0
,,,1.285508762775624,85.5
,,,1.3559002472173192,85.5
,,,1.3559002472173192,86.0
,,,1.3686821215290002,86.0
,,,1.3686821215290002,86.5
,,,1.4638167214819504,86.5
,,,1.4638167214819504,87.0
,,,1.4704267574903744,87.0
,,,1.4704267574903744,87.5
,,,1.4743328441317478,87.5
,,,1.4743328441317478,88.0
,,,1.5088569153098421,88.0
,,,1.5088569153098421,88.5
,,,1.5604572970051802,88.5
,,,1.5604572970051802,89.0
,,,1.6122700743308085,89.0
,,,1.6122700743308085,89.5
,,,1.626232988546261,89.5
,,,1.626232988546261,90.0
,,,1.6538191663255761,90.0
,,,1.6538191663255761,90.5
,,,1.679280264276591,90.5
,,,1.679280264276591,91.0
,,,1.7093220012719461,91.0
,,,1.7093220012719461,91.5
,,,1.851320265052871,91.5
,,,1.851320265052871,92.0
,,,1.870591088771426,92.0
,,,1.870591088771426,92.5
,,,1.8974846194196053,92.5
,,,1.8974846194196053,93.0
,,,1.9090720737729647,93.0
,,,1.9090720737729647,93.5
,,,1.95775465812032,93.5
,,,1.95775465812032,94.0
,,,1.9596398732328195,94.0
,,,1.9596398732328195,94.5
,,,1.9654877277502432,94.5
,,,1.9654877277502432,95.0
,,,1.999595461643539,95.0
,,,1.999595461643539,95.5
,,,2.0174545924273084,95.5
,,,2.0174545924273084,96.0
,,,2.03332261265889,96.0
,,,2.03332261265889,96.5
,,,2.077392088856693,96.5
,,,2.077392088856693,97.0
,,,2.260206212439946,97.0
,,,2.260206212439946,97.5
,,,2.292747688152522,97.5
,,,2.292747688152522,98.0
,,,2.3167074668220957,98.0
,,,2.3167074668220957,98.5
,,,2.3497225896585405,98.5
,,,2.3497225896585405,99.0
,,,2.5567707989254593,99.0
,,,2.5567707989254593,99.5
,,,2.700988560318378,99.5
,,,2.700988560318378,100.0
