ax-row-0-col-0_trace-id-stx-shaded-line-0_variable-x,ax-row-0-col-0_trace-id-stx-shaded-line-0_variable-y_lower,ax-row-0-col-0_trace-id-stx-shaded-line-0_variable-y_middle,ax-row-0-col-0_trace-id-stx-shaded-line-0_variable-y_upper
4.444444444444445,-0.9643171169287782,-1.1643171169287783,-0.7643171169287781
4.545454545454545,-0.9860987744909296,-1.1860987744909297,-0.7860987744909296
4.646464646464646,-0.9978277779792126,-1.1978277779792126,-0.7978277779792127
4.747474747474747,-0.9993845576124357,-1.1993845576124358,-0.7993845576124357
4.848484848484849,-0.9907532430056771,-1.190753243005677,-0.7907532430056772
4.94949494949495,-0.9720218249588334,-1.1720218249588334,-0.7720218249588333
5.05050505050505,-0.9433812584459996,-1.1433812584459997,-0.7433812584459996
5.151515151515151,-0.9051235159501367,-1.1051235159501367,-0.7051235159501368
5.252525252525253,-0.8576386109880517,-1.0576386109880518,-0.6576386109880517
5.353535353535354,-0.8014106221689697,-1.0014106221689698,-0.6014106221689697
5.454545454545454,-0.7370127583189133,-0.9370127583189134,-0.5370127583189133
5.555555555555555,-0.6651015149788224,-0.8651015149788224,-0.4651015149788224
5.656565656565657,-0.586409981847235,-0.786409981847235,-0.386409981847235
5.757575757575758,-0.5017403693939113,-0.7017403693939113,-0.3017403693939113
5.858585858585858,-0.4119558308308628,-0.6119558308308628,-0.21195583083086278
5.959595959595959,-0.31797166281061867,-0.5179716628106187,-0.11797166281061866
6.0606060606060606,-0.22074597455506334,-0.42074597455506335,-0.02074597455506333
6.161616161616162,-0.12126992053716677,-0.3212699205371668,0.07873007946283324
6.262626262626262,-0.020557596287260064,-0.22055759628726007,0.17944240371273995
6.363636363636363,0.08036429967028173,-0.11963570032971828,0.28036429967028176
6.4646464646464645,0.18046693235991093,-0.01953306764008908,0.3804669323599109
6.565656565656566,0.27872981867755725,0.07872981867755724,0.47872981867755726
6.666666666666667,0.37415123057121996,0.17415123057121995,0.57415123057122
6.767676767676767,0.4657584070256517,0.2657584070256517,0.6657584070256517
6.8686868686868685,0.5526174707464059,0.35261747074640587,0.752617470746406
6.96969696969697,0.6338429484489058,0.43384294844890575,0.8338429484489058
7.070707070707071,0.7086067976992182,0.5086067976992181,0.9086067976992183
7.171717171717171,0.7761468482835805,0.5761468482835805,0.9761468482835804
7.2727272727272725,0.8357745720522589,0.635774572052259,1.0357745720522589
7.373737373737374,0.8868821020290788,0.6868821020290787,1.0868821020290789
7.474747474747475,0.9289484292312513,0.7289484292312514,1.1289484292312513
7.575757575757575,0.9615447140268235,0.7615447140268234,1.1615447140268236
7.6767676767676765,0.9843386578838236,0.7843386578838236,1.1843386578838235
7.777777777777778,0.9970978909438748,0.7970978909438748,1.1970978909438748
7.878787878787879,0.9996923408861117,0.7996923408861116,1.1996923408861118
7.979797979797979,0.9920955589323228,0.7920955589323229,1.1920955589323228
8.080808080808081,0.9743849894755358,0.7743849894755357,1.1743849894755358
8.181818181818182,0.9467411805833543,0.7467411805833544,1.1467411805833543
8.282828282828282,0.9094459434244625,0.7094459434244624,1.1094459434244626
8.383838383838384,0.8628794793817836,0.6628794793817836,1.0628794793817835
8.484848484848484,0.8075165041395626,0.6075165041395625,1.0075165041395626
8.585858585858587,0.7439214082568444,0.5439214082568444,0.9439214082568443
8.686868686868687,0.6727425035622647,0.4727425035622647,0.8727425035622647
8.787878787878787,0.5947054140244975,0.3947054140244975,0.7947054140244976
8.88888888888889,0.510605678474283,0.31060567847428294,0.7106056784742829
8.98989898989899,0.4213006405886069,0.22130064058860688,0.6213006405886069
9.09090909090909,0.32770070881349983,0.12770070881349982,0.5277007088134998
9.191919191919192,0.23076007532505177,0.03076007532505176,0.4307600753250518
9.292929292929292,0.13146698864295842,-0.0685330113570416,0.3314669886429584
9.393939393939394,0.03083367906114098,-0.16916632093885903,0.230833679061141
9.494949494949495,-0.07011396040064677,-0.2701139604006468,0.12988603959935324
9.595959595959595,-0.1703468323280965,-0.3703468323280965,0.029653167671903513
9.696969696969697,-0.26884312591038406,-0.4688431259103841,-0.06884312591038405
9.797979797979798,-0.3645987336558887,-0.5645987336558886,-0.16459873365588867
9.8989898989899,-0.45663748763377376,-0.6566374876337737,-0.25663748763377375
10.0,-0.5440211108893698,-0.7440211108893697,-0.34402111088936976
