ax_00_kde_kde_x,ax_00_kde_kde_density,ax_00_kde_kde_n
-2.1745830140622324,0.00042185918948040284,800
-2.1636984801233874,0.00042960597263001484,800
-2.152813946184542,0.00043744808948672375,800
-2.1419294122456964,0.00044538554825968604,800
-2.1310448783068514,0.0004534183289714741,800
-2.120160344368006,0.00046154638311675557,800
-2.1092758104291605,0.0004697696333318354,800
-2.0983912764903154,0.0004780879730754467,800
-2.08750674255147,0.00048650126632112777,800
-2.0766222086126245,0.0004950093472615381,800
-2.0657376746737794,0.0005036120200250853,800
-2.0548531407349344,0.0005123090584051902,800
-2.0439686067960885,0.0005211002056025374,800
-2.0330840728572435,0.0005299851739806666,800
-2.0221995389183984,0.0005389636448352086,800
-2.011315004979553,0.0005480352681771309,800
-2.0004304710407075,0.0005571996625302742,800
-1.9895459371018622,0.0005664564147435298,800
-1.978661403163017,0.0005758050798179403,800
-1.9677768692241717,0.0005852451807490301,800
-1.9568923352853262,0.0005947762083846642,800
-1.946007801346481,0.0006043976212986905,800
-1.9351232674076357,0.0006141088456806655,800
-1.9242387334687905,0.0006239092752418971,800
-1.913354199529945,0.0006337982711380661,800
-1.9024696655910998,0.0006437751619086489,800
-1.8915851316522545,0.0006538392434333794,800
-1.8807005977134093,0.0006639897789059414,800
-1.8698160637745638,0.0006742259988250935,800
-1.8589315298357185,0.0006845471010034044,800
-1.8480469958968733,0.0006949522505937636,800
-1.837162461958028,0.0007054405801338059,800
-1.8262779280191828,0.0007160111896083968,800
-1.8153933940803373,0.0007266631465302661,800
-1.804508860141492,0.0007373954860389089,800
-1.7936243262026468,0.0007482072110178194,800
-1.7827397922638015,0.0007590972922301044,800
-1.771855258324956,0.000770064668472534,800
-1.7609707243861108,0.0007811082467480209,800
-1.7500861904472655,0.0007922269024565612,800
-1.7392016565084203,0.0008034194796045494,800
-1.7283171225695748,0.0008146847910324931,800
-1.7174325886307296,0.0008260216186610099,800
-1.7065480546918843,0.0008374287137550125,800
-1.695663520753039,0.0008489047972060046,800
-1.6847789868141936,0.0008604485598323122,800
-1.6738944528753483,0.0008720586626971065,800
-1.663009918936503,0.0008837337374440269,800
-1.6521253849976578,0.0008954723866502049,800
-1.6412408510588123,0.000907273184196446,800
-1.630356317119967,0.0009191346756543192,800
-1.6194717831811218,0.0009310553786898651,800
-1.6085872492422766,0.0009430337834836434,800
-1.597702715303431,0.0009550683531667506,800
-1.5868181813645859,0.000967157524272497,800
-1.5759336474257406,0.0009792997072033504,800
-1.5650491134868953,0.0009914932867127395,800
-1.5541645795480499,0.0010037366224013202,800
-1.5432800456092046,0.0010160280492272323,800
-1.5323955116703594,0.001028365878029918,800
-1.5215109777315141,0.0010407483960669728,800
-1.5106264437926686,0.0010531738675635595,800
-1.4997419098538234,0.0010656405342738453,800
-1.4888573759149781,0.0010781466160538816,800
-1.4779728419761329,0.0010906903114454333,800
-1.4670883080372876,0.001103269798270099,800
-1.4562037740984421,0.0011158832342331624,800
-1.445319240159597,0.00112852875753654,800
-1.4344347062207516,0.0011412044875002123,800
-1.4235501722819064,0.001153908525191472,800
-1.412665638343061,0.0011666389540613189,800
-1.4017811044042157,0.0011793938405873627,800
-1.3908965704653704,0.0011921712349225297,800
-1.3800120365265252,0.0012049691715488766,800
-1.3691275025876797,0.0012177856699358142,800
-1.3582429686488344,0.0012306187352020361,800
-1.3473584347099892,0.001243466358780445,800
-1.336473900771144,0.0012563265190853304,800
-1.3255893668322984,0.0012691971821811112,800
-1.3147048328934532,0.0012820763024518956,800
-1.303820298954608,0.0012949618232711492,800
-1.2929357650157627,0.001307851677670737,800
-1.2820512310769172,0.0013207437890086523,800
-1.271166697138072,0.0013336360716346583,800
-1.2602821631992267,0.0013465264315532224,800
-1.2493976292603814,0.0013594127670829574,800
-1.2385130953215362,0.0013722929695119536,800
-1.2276285613826907,0.001385164923748262,800
-1.2167440274438452,0.0013980265089649179,800
-1.2058594935050002,0.0014108755992388146,800
-1.1949749595661547,0.0014237100641828228,800
-1.1840904256273097,0.0014365277695705097,800
-1.1732058916884642,0.001449326577952882,800
-1.1623213577496188,0.0014621043492665604,800
-1.1514368238107737,0.0014748589414328847,800
-1.1405522898719282,0.0014875882109472909,800
-1.1296677559330832,0.0015002900134586045,800
-1.1187832219942377,0.001512962204337677,800
-1.1078986880553923,0.00152560263923496,800
-1.0970141541165472,0.0015382091746265257,800
-1.0861296201777018,0.0015507796683482539,800
-1.0752450862388563,0.001563311980117712,800
-1.0643605523000113,0.0015758039720434741,800
-1.0534760183611658,0.0015882535091215513,800
-1.0425914844223207,0.0016006584597186978,800
-1.0317069504834753,0.0016130166960423135,800
-1.0208224165446298,0.0016253260945968656,800
-1.0099378826057848,0.0016375845366265187,800
-0.9990533486669393,0.001649789908544065,800
-0.9881688147280938,0.0016619401023458438,800
-0.9772842807892488,0.0016740330160128335,800
-0.9663997468504033,0.0016860665538977967,800
-0.9555152129115583,0.001698038627098512,800
-0.9446306789727128,0.001709947153817287,800
-0.9337461450338673,0.0017217900597067339,800
-0.9228616110950223,0.0017335652782020938,800
-0.9119770771561768,0.0017452707508401923,800
-0.9010925432173313,0.0017569044275654241,800
-0.8902080092784863,0.0017684642670228493,800
-0.8793234753396408,0.0017799482368389137,800
-0.8684389414007958,0.001791354313890005,800
-0.8575544074619503,0.001802680484559342,800
-0.8466698735231049,0.0018139247449825298,800
-0.8357853395842598,0.001825085101282342,800
-0.8249008056454143,0.0018361595697931731,800
-0.8140162717065689,0.0018471461772756896,800
-0.8031317377677238,0.0018580429611223044,800
-0.7922472038288784,0.0018688479695539945,800
-0.7813626698900333,0.0018795592618091473,800
-0.7704781359511879,0.0018901749083250798,800
-0.7595936020123424,0.0019006929909128661,800
-0.7487090680734974,0.0019111116029262465,800
-0.7378245341346519,0.001921428849425321,800
-0.7269400001958068,0.0019316428473357373,800
-0.7160554662569614,0.0019417517256042158,800
-0.7051709323181159,0.001951753625351136,800
-0.6942863983792709,0.00196164670002101,800
-0.6834018644404254,0.0019714291155316726,800
-0.6725173305015799,0.001981099050422981,800
-0.6616327965627349,0.001990654696005884,800
-0.6507482626238894,0.0020000942565126826,800
-0.6398637286850444,0.0020094159492493307,800
-0.6289791947461989,0.002018618004750658,800
-0.6180946608073534,0.0020276986669392543,800
-0.6072101268685084,0.0020366561932889794,800
-0.5963255929296629,0.002045488854993892,800
-0.5854410589908174,0.002054194937143342,800
-0.5745565250519724,0.0020627727389041705,800
-0.5636719911131269,0.002071220573710741,800
-0.5527874571742819,0.002079536769463568,800
-0.5419029232354364,0.0020877196687374283,800
-0.531018389296591,0.002095767628999512,800
-0.5201338553577459,0.0021036790228385403,800
-0.5092493214189004,0.0021114522382053866,800
-0.49836478748005497,0.002119085678665969,800
-0.48748025354120994,0.0021265777636669935,800
-0.47659571960236446,0.0021339269288152087,800
-0.46571118566351943,0.0021411316261706866,800
-0.45482665172467396,0.002148190324554716,800
-0.4439421177858285,0.0021551015098727785,800
-0.43305758384698345,0.002161863685453048,800
-0.422173049908138,0.00216847537240089,800
-0.41128851596929294,0.002174935109969626,800
-0.40040398203044747,0.002181241455948015,800
-0.389519448091602,0.002187392987064591,800
-0.37863491415275696,0.0021933882994092037,800
-0.3677503802139115,0.002199226008871861,800
-0.356865846275066,0.00220490475159901,800
-0.345981312336221,0.0022104231844673698,800
-0.3350967783973755,0.0022157799855752796,800
-0.3242122444585305,0.0022209738547515506,800
-0.313327710519685,0.002226003514081735,800
-0.3024431765808395,0.002230867708451651,800
-0.2915586426419945,0.002235565206107958,800
-0.280674108703149,0.0022400947992355326,800
-0.26978957476430354,0.0022444553045513297,800
-0.2589050408254585,0.00224864556391432,800
-0.24802050688661303,0.0022526644449511074,800
-0.237135972947768,0.002256510841696739,800
-0.22625143900892253,0.00226018367525013,800
-0.21536690507007705,0.002263681894443534,800
-0.20448237113123202,0.002267004476525371,800
-0.19359783719238655,0.002270150427855761,800
-0.18271330325354107,0.0022731187846139456,800
-0.17182876931469604,0.0022759086135167718,800
-0.16094423537585056,0.0022785190125474432,800
-0.15005970143700553,0.0022809491116935953,800
-0.13917516749816006,0.0022831980736936343,800
-0.12829063355931458,0.002285265094790538,800
-0.11740609962046955,0.0022871494054918125,800
-0.10652156568162408,0.0022888502713347787,800
-0.09563703174277904,0.002290366993655773,800
-0.08475249780393357,0.0022916989103623424,800
-0.0738679638650881,0.0022928453967070357,800
-0.06298342992624306,0.002293805866061665,800
-0.05209889598739759,0.00229457977069068,800
-0.04121436204855211,0.002295166602522427,800
-0.03032982810970708,0.0022955658939168818,800
-0.019445294170861604,0.0022957772184285597,800
-0.008560760232016573,0.0022958001915632273,800
0.002323773706828902,0.0022956344715269732,800
0.013208307645674378,0.002295279759966295,800
0.02409284158451941,0.0022947358026977195,800
0.034977375523364884,0.0022940023904255836,800
0.04586190946221036,0.002293079359446527,800
0.05674644340105539,0.002291966592339205,800
0.06763097733990087,0.0022906640186378564,800
0.0785155112787459,0.0022891716154883096,800
0.08940004521759137,0.0022874894082848484,800
0.10028457915643685,0.002285617471286745,800
0.11116911309528188,0.0022835559282128443,800
0.12205364703412735,0.002281304952812983,800
0.13293818097297283,0.0022788647694147158,800
0.14382271491181786,0.0022762356534441574,800
0.15470724885066334,0.0022734179319194897,800
0.16559178278950837,0.002270411983915908,800
0.17647631672835384,0.0022672182410007416,800
0.18736085066719932,0.0022638371876374966,800
0.19824538460604435,0.002260269361557598,800
0.20912991854488983,0.002256515354098796,800
0.2200144524837353,0.002252575810508982,800
0.23089898642258033,0.0022484514302144516,800
0.2417835203614258,0.002244142967051514,800
0.25266805430027084,0.0022396512294606155,800
0.2635525882391163,0.002234977080641857,800
0.2744371221779618,0.0022301214386712407,800
0.2853216561168068,0.0022250852765767176,800
0.2962061900556523,0.002219869622373341,800
0.3070907239944973,0.002214475559056848,800
0.3179752579333428,0.002208904224554936,800
0.3288597918721883,0.0022031568116359142,800
0.3397443258110333,0.002197234567773912,800
0.3506288597498788,0.0021911387949704974,800
0.36151339368872426,0.0021848708495321827,800
0.3723979276275693,0.0021784321418035894,800
0.38328246156641477,0.0021718241358560262,800
0.3941669955052598,0.002165048349131299,800
0.4050515294441053,0.0021581063520407836,800
0.41593606338295075,0.00215099976751958,800
0.4268205973217958,0.0021437302705359746,800
0.43770513126064126,0.002136299587556244,800
0.44858966519948673,0.002128709495965,800
0.45947419913833176,0.002120961823441487,800
0.47035873307717724,0.002113058447291963,800
0.48124326701602227,0.0021050012937388037,800
0.49212780095486774,0.0020967923371666827,800
0.5030123348937132,0.0020884335993264316,800
0.5138968688325583,0.0020799271484972163,800
0.5247814027714037,0.0020712750986077552,800
0.5356659367102492,0.002062479608317282,800
0.5465504706490942,0.0020535428800571302,800
0.5574350045879397,0.0020444671590338554,800
0.5683195385267847,0.0020352547321947955,800
0.5792040724656302,0.002025907927157157,800
0.5900886064044757,0.002016429111101664,800
0.6009731403433207,0.0020068206896319066,800
0.6118576742821662,0.0019970851056006506,800
0.6227422082210112,0.001987224837904264,800
0.6336267421598567,0.0019772424002466194,800
0.6445112760987022,0.0019671403398738153,800
0.6553958100375472,0.0019569212362810936,800
0.6662803439763927,0.0019465876998934128,800
0.6771648779152382,0.0019361423707211472,800
0.6880494118540832,0.0019255879169924387,800
0.6989339457929287,0.0019149270337637204,800
0.7098184797317737,0.0019041624415101367,800
0.7207030136706192,0.0018932968846972565,800
0.7315875476094647,0.0018823331303359303,800
0.7424720815483097,0.001871273966521878,800
0.7533566154871552,0.0018601222009616931,800
0.7642411494260002,0.001848880659487029,800
0.7751256833648461,0.0018375521845586044,800
0.7860102173036911,0.0018261396337619213,800
0.7968947512425362,0.0018146458782962518,800
0.8077792851813821,0.0018030738014588436,800
0.8186638191202271,0.001791426297125993,800
0.8295483530590722,0.0017797062682327145,800
0.8404328869979172,0.0017679166252529274,800
0.8513174209367631,0.0017560602846817385,800
0.8622019548756081,0.001744140167521651,800
0.8730864888144532,0.0017321591977744219,800
0.8839710227532991,0.0017201203009403004,800
0.8948555566921441,0.001708026402526294,800
0.9057400906309891,0.00169588042656521,800
0.9166246245698351,0.0016836852941470826,800
0.9275091585086801,0.0016714439219646098,800
0.9383936924475251,0.0016591592208742725,800
0.949278226386371,0.0016468340944745896,800
0.9601627603252161,0.0016344714377031768,800
0.9710472942640611,0.0016220741354539651,800
0.9819318282029061,0.0016096450612162173,800
0.9928163621417521,0.0015971870757365346,800
1.003700896080597,0.0015847030257054857,800
1.0145854300194421,0.0015721957424699635,800
1.025469963958288,0.0015596680407726964,800
1.036354497897133,0.001547122717520093,800
1.047239031835978,0.001534562550579618,800
1.058123565774824,0.001521990297607806,800
1.069008099713669,0.0015094086949100287,800
1.079892633652514,0.001496820456333009,800
1.09077716759136,0.0014842282721910388,800
1.101661701530205,0.0014716348082268417,800
1.11254623546905,0.0014590427046078942,800
1.123430769407896,0.0014464545749589867,800
1.134315303346741,0.0014338730054317848,800
1.145199837285586,0.0014213005538119918,800
1.156084371224431,0.0014087397486648127,800
1.166968905163277,0.0013961930885191191,800
1.177853439102122,0.0013836630410909154,800
1.188737973040967,0.0013711520425464308,800
1.199622506979813,0.0013586624968052294,800
1.210507040918658,0.0013461967748835972,800
1.221391574857503,0.0013337572142784154,800
1.232276108796349,0.001321346118391704,800
1.243160642735194,0.0013089657559959102,800
1.254045176674039,0.0012966183607399514,800
1.264929710612885,0.001284306130696014,800
1.27581424455173,0.0012720312279469845,800
1.286698778490575,0.0012597957782143616,800
1.29758331242942,0.0012476018705264533,800
1.308467846368266,0.001235451556926548,800
1.319352380307111,0.0012233468522207778,800
1.330236914245956,0.0012112897337652117,800
1.341121448184802,0.0011992821412918184,800
1.352005982123647,0.0011873259767727295,800
1.362890516062492,0.0011754231043223076,800
1.373775050001338,0.0011635753501363713,800
1.384659583940183,0.0011517845024679593,800
1.395544117879028,0.001140052311638926,800
1.406428651817874,0.001128380490086623,800
1.417313185756719,0.0011167707124448893,800
1.428197719695564,0.001105224615658477,800
1.43908225363441,0.0010937437991301285,800
1.449966787573255,0.001082329824899312,800
1.4608513215121,0.0010709842178517216,800
1.471735855450945,0.001059708465958548,800
1.482620389389791,0.0010485040205445012,800
1.493504923328636,0.001037372296583598,800
1.504389457267481,0.0010263146730215536,800
1.5152739912063269,0.001015332493123788,800
1.526158525145172,0.001004427064847869,800
1.537043059084017,0.0009935996612392775,800
1.5479275930228629,0.0009828515208493314,800
1.558812126961708,0.0009721838481741356,800
1.569696660900553,0.0009615978141133191,800
1.5805811948393989,0.000951094556447398,800
1.5914657287782439,0.0009406751803325804,800
1.602350262717089,0.0009303407588117384,800
1.6132347966559348,0.0009200923333404061,800
1.6241193305947799,0.0009099309143265275,800
1.635003864533625,0.0008998574816827755,800
1.64588839847247,0.0008898729853901833,800
1.6567729324113158,0.0008799783460719215,800
1.6676574663501609,0.0008701744555759914,800
1.678542000289006,0.0008604621775656065,800
1.6894265342278518,0.0008508423481161419,800
1.7003110681666969,0.0008413157763173987,800
1.711195602105542,0.0008318832448800868,800
1.7220801360443878,0.0008225455107453107,800
1.7329646699832328,0.0008133033056960008,800
1.7438492039220779,0.0008041573369691242,800
1.7547337378609238,0.0007951082878675993,800
1.7656182717997688,0.0007861568183708803,800
1.7765028057386139,0.0007773035657430996,800
1.7873873396774589,0.0007685491451378341,800
1.7982718736163048,0.0007598941501984336,800
1.8091564075551498,0.0007513391536530027,800
1.8200409414939949,0.0007428847079030721,800
1.8309254754328408,0.0007345313456050532,800
1.8418100093716858,0.0007262795802436655,800
1.8526945433105309,0.00071812990669642,800
1.8635790772493768,0.000710082801788416,800
1.8744636111882218,0.0007021387248366585,800
1.8853481451270668,0.0006942981181831856,800
1.8962326790659128,0.0006865614077162873,800
1.9071172130047578,0.0006789290033791963,800
1.9180017469436028,0.0006714012996655757,800
1.9288862808824487,0.0006639786761012909,800
1.9397708148212938,0.0006566614977118742,800
1.9506553487601388,0.0006494501154752098,800
1.9615398826989838,0.0006423448667589498,800
1.9724244166378297,0.0006353460757422755,800
1.9833089505766748,0.000628454053821583,800
1.9941934845155198,0.0006216690999997734,800
2.0050780184543657,0.0006149915012588421,800
2.0159625523932108,0.0006084215329154927,800
2.026847086332056,0.0006019594589595649,800
2.0377316202709017,0.0005956055323750763,800
2.0486161542097467,0.0005893599954437498,800
2.0595006881485918,0.000583223080030901,800
2.0703852220874377,0.0005771950078536278,800
2.0812697560262827,0.0005712759907312657,800
2.0921542899651278,0.000565466230818113,800
2.103038823903973,0.0005597659208184642,800
2.1139233578428187,0.0005541752441840324,800
2.1248078917816637,0.0005486943752938723,800
2.1356924257205088,0.0005433234796169362,800
2.1465769596593547,0.0005380627138574538,800
2.1574614935981997,0.0005329122260833448,800
2.1683460275370448,0.000527872155837891,800
2.1792305614758907,0.000522942634234951,800
2.1901150954147357,0.0005181237840380166,800
2.2009996293535807,0.0005134157197234241,800
2.2118841632924267,0.0005088185475280998,800
2.2227686972312717,0.0005043323654821758,800
2.2336532311701167,0.0004999572634269415,800
2.2445377651089626,0.0004956933230184845,800
2.2554222990478077,0.0004915406177175316,800
2.2663068329866527,0.00048749921276591455,800
2.2771913669254977,0.0004835691651501762,800
2.2880759008643436,0.0004797505235527994,800
2.2989604348031887,0.00047604332829158987,800
2.3098449687420337,0.00047244761124775513,800
2.3207295026808796,0.0004689633957832162,800
2.3316140366197247,0.00046559069664772236,800
2.3424985705585697,0.0004623295198763285,800
2.3533831044974156,0.0004591798626778396,800
2.3642676384362606,0.00045614171331478676,800
2.3751521723751057,0.0004532150509755486,800
2.3860367063139516,0.0004503998456392021,800
2.3969212402527966,0.0004476960579337354,800
2.4078057741916417,0.0004451036389881938,800
2.4186903081304867,0.0004426225302793986,800
2.4295748420693326,0.00044025266347382983,800
2.4404593760081776,0.00043799396026528674,800
2.4513439099470227,0.00043584633220892176,800
2.4622284438858686,0.0004338096805522632,800
2.4731129778247136,0.00043188389606379867,800
2.4839975117635587,0.00043006885885973255,800
2.4948820457024046,0.0004283644382294777,800
2.5057665796412496,0.0004267704924604589,800
2.5166511135800946,0.00042528686866279706,800
2.5275356475189406,0.00042391340259440973,800
2.5384201814577856,0.0004226499184870825,800
2.5493047153966306,0.0004214962288740279,800
2.5601892493354765,0.0004204521344194332,800
2.5710737832743216,0.0004195174237505238,800
2.5819583172131666,0.0004186918732925881,800
2.5928428511520116,0.0004179752471074515,800
2.6037273850908575,0.0004173672967358391,800
2.6146119190297026,0.00041686776104405597,800
2.6254964529685476,0.0004164763660753944,800
2.6363809869073935,0.00041619282490666654,800
2.6472655208462386,0.00041601683751022915,800
2.6581500547850836,0.0004159480906218391,800
2.6690345887239295,0.00041598625761470943,800
2.6799191226627745,0.00041613099838002125,800
2.6908036566016196,0.0004163819592142306,800
2.7016881905404655,0.00041673877271339977,800
2.7125727244793105,0.00041720105767482484,800
2.7234572584181556,0.0004177684190061614,800
2.7343417923570006,0.00041844044764226214,800
2.7452263262958465,0.00041921672046990144,800
2.7561108602346915,0.0004200968002605411,800
2.7669953941735366,0.0004210802356112724,800
2.7778799281123825,0.0004221665608940448,800
2.7887644620512275,0.00042335529621327867,800
2.7996489959900726,0.00042464594737191835,800
2.8105335299289185,0.0004260380058459812,800
2.8214180638677635,0.00042753094876762796,800
2.8323025978066085,0.000429124238916751,800
2.8431871317454545,0.0004308173247210779,800
2.8540716656842995,0.00043260964026474186,800
2.8649561996231445,0.0004345006053052708,800
2.8758407335619904,0.00043648962529892026,800
2.8867252675008355,0.0004385760914342586,800
2.8976098014396805,0.00044075938067388525,800
2.9084943353785255,0.00044303885580416954,800
2.9193788693173714,0.0004454138654928509,800
2.9302634032562165,0.00044788374435434785,800
2.9411479371950615,0.0004504478130226051,800
2.9520324711339074,0.00045310537823127484,800
2.9629170050727525,0.00045585573290104,800
2.9738015390115975,0.00045869815623386667,800
2.9846860729504434,0.0004616319138139424,800
2.9955706068892884,0.0004646562577150783,800
3.0064551408281335,0.00046777042661431175,800
3.0173396747669794,0.0004709736459114606,800
3.0282242087058244,0.00047426512785435647,800
3.0391087426446695,0.00047764407166948203,800
3.0499932765835145,0.0004811096636977301,800
3.0608778105223604,0.0004846610775350018,800
3.0717623444612054,0.0004882974741773419,800
3.0826468784000505,0.0004920180021703268,800
3.0935314123388964,0.0004958217977623862,800
3.1044159462777414,0.000499707985061781,800
3.1153004802165865,0.0005036756761969122,800
3.1261850141554324,0.000507723971479665,800
3.1370695480942774,0.0005118519595714888,800
3.1479540820331224,0.0005160587176518979,800
3.1588386159719684,0.0005203433115891028,800
3.1697231499108134,0.0005247047961124688,800
3.1806076838496584,0.0005291422149865121,800
3.1914922177885043,0.0005336546011861333,800
3.2023767517273494,0.000538240977072807,800
3.2132612856661944,0.0005429003545714614,800
3.2241458196050394,0.0005476317353477498,800
3.2350303535438854,0.0005524341109854668,800
3.2459148874827304,0.0005573064631638429,800
3.2567994214215754,0.0005622477638344715,800
3.2676839553604213,0.000567256975397621,800
3.2785684892992664,0.000572333050877704,800
3.2894530232381114,0.0005774749340976871,800
3.3003375571769573,0.0005826815598522104,800
3.3112220911158023,0.0005879518540792422,800
3.3221066250546474,0.0005932847340300547,800
3.3329911589934933,0.000598679108437361,800
3.3438756929323383,0.0006041338776814307,800
3.3547602268711834,0.000609647933954038,800
3.3656447608100293,0.000615220161420109,800
3.3765292947488743,0.0006208494363769081,800
3.3874138286877193,0.0006265346274106822,800
3.3982983626265644,0.0006322745955506371,800
3.4091828965654103,0.000638068194420152,800
3.4200674305042553,0.0006439142703851674,800
3.4309519644431004,0.0006498116626996632,800
3.4418364983819463,0.0006557592036481951,800
3.4527210323207913,0.0006617557186854181,800
3.4636055662596363,0.0006678000265725995,800
3.4744901001984823,0.0006738909395110914,800
3.4853746341373273,0.0006800272632727523,800
3.4962591680761723,0.0006862077973273436,800
3.5071437020150182,0.0006924313349669095,800
3.5180282359538633,0.0006986966634271752,800
3.5289127698927083,0.0007050025640060119,800
3.5397973038315533,0.0007113478121790193,800
3.5506818377703993,0.0007177311777122845,800
3.5615663717092443,0.0007241514247724198,800
3.5724509056480893,0.0007306073120339231,800
3.5833354395869352,0.0007370975927840015,800
3.5942199735257803,0.0007436210150249291,800
3.6051045074646253,0.0007501763215740748,800
3.615989041403471,0.0007567622501617084,800
3.6268735753423162,0.000763377533526723,800
3.6377581092811613,0.0007700208995104126,800
3.648642643220007,0.000776691071148445,800
3.6595271771588522,0.0007833867667611799,800
3.6704117110976973,0.0007901067000424987,800
3.681296245036543,0.000796849580147304,800
3.692180778975388,0.00080361411177785,800
3.7030653129142332,0.0008103989952690944,800
3.7139498468530783,0.00081720292667323,800
3.724834380791924,0.0008240245978435895,800
3.7357189147307692,0.0008308626965180983,800
3.7466034486696143,0.0008377159064024739,800
3.75748798260846,0.0008445829072533511,800
3.768372516547305,0.0008514623749615228,800
3.7792570504861502,0.0008583529816354979,800
3.790141584424996,0.0008652533956855639,800
3.801026118363841,0.000872162281908545,800
3.811910652302686,0.0008790783015734521,800
3.822795186241532,0.0008860001125082299,800
3.833679720180377,0.0008929263691877626,800
3.844564254119222,0.0008998557228233731,800
3.8554487880580672,0.0009067868214539682,800
3.866333321996913,0.0009137183100390429,800
3.877217855935758,0.0009206488305537086,800
3.888102389874603,0.0009275770220859683,800
3.898986923813449,0.0009345015209363662,800
3.909871457752294,0.0009414209607202422,800
3.920755991691139,0.0009483339724727365,800
